ulasan,sentiment
"Dalam film ini, para pendukung Chavez (baik Venezuela maupun bukan Venezuela) hanya berbohong tentang situasi dramatis di negara kita. <br /><br />Mereka tidak mengatakan bahwa konflik dimulai karena pengumuman Chavez memecat banyak pekerja terbaik PDVSA hanya karena masalah politik.<br /><br />Mereka tidak mengatakan apa pun tentang lebih dari 96 gangguan TV yang disiarkan oleh Chavez hanya dalam 3 hari di ""CADENA NACIONAL"" (semacam penyitaan sinyal TV swasta). Masing-masing berdurasi sekitar 20 menit.<br /><br />Mereka tidak memberi tahu kami apa pun tentang Pengumuman pengunduran diri yang dibuat oleh Jenderal en Jefe Lucas Rincon Romero, Inspektur Jenderal angkatan darat, yang merupakan pendukung tradisional Chavez. Bahkan sekarang, meskipun sudah diumumkan, dia masih menjabat sebagai Ministro de Interior y Justicia. Setelah Chávez kembali, ia menduduki Jabatan Ministro del Defensa (setara dengan Menteri Pertahanan di AS).<br /><br />Mereka tidak mengatakan apa pun tentang perintah Chavez untuk menembaki konsentrasi rakyat pasifik yang sedang menuntut pemilu.<br /><br />Mereka tidak mengatakan apa pun tentang orang-orang dalam konsentrasi ini yang dibunuh oleh Pendukung Chavez (baik warga sipil maupun pasukan resmi militer).<br /><br />Mereka menyajikan beberapa fakta dengan cara yang salah. perintah, untuk berbohong.<br /><br />Mereka tidak mengatakan apa pun tentang masyarakat sipil Venezuela yang bahkan sekarang mengklaim pemilu untuk menyelesaikan krisis dan tindakan Chavez untuk menghindari pemilu.<br /><br />Itulah mengapa saya beritahu Anda.... Film ini hanya banyak kebohongan atau kebohongan besar.",negative
"Orang mungkin berharap bahwa ide sebaik ""manusia tak kasat mata"" akan bekerja lebih baik dan ditangani dengan lebih hati-hati di zaman efek khusus yang fantastis, namun kenyataannya tidak demikian. Cerita, karakter dan, akhirnya, keseluruhan 20 menit terakhir film ini sama segarnya dengan film ilmuwan gila dari awal tahun 50an. Ada beberapa momen yang luar biasa, sebagian besar disebabkan oleh efek khusus yang menakjubkan dan gagasan tentang manusia tak kasat mata yang mengintai di jalanan. Namun sayang sekali, kita akan segera kembali ke ruang sempit di laboratorium bawah tanah, yang berarti bahwa sisa film ini tidak hanya dapat diprediksi, namun juga skematis.<br /><br />Ada banyak sekali remake dari film atau acara TV lama selama 10 tahun terakhir, dan beberapa di antaranya memiliki daya tarik tersendiri. Namun semakin jelas bagi setiap film bahwa gagasan untuk menempatkan film klasik lama di bawah hidung orang-orang gila yang bersemangat seperti Verhoeven (yang memang memiliki momen-momennya) adalah ide yang sangat buruk. Jelas sekali bahwa uang adalah isu utama di sini: waktu dan energi yang dicurahkan ke dalam naskah tidak cukup, dan akibatnya, ""Hollow Man"" sangat dirusak dengan klise, karakter yang tidak menyenangkan, prediktabilitas, dan kurangnya kedalaman apa pun.<br /><br />Namun, satu hal yang benar-benar membuat saya terkesan, selain efek khusus, adalah sumpah serapah. Saat membuat film semacam ini, produser modern sangat ingin mengizinkan anak-anak untuk menontonnya. Oleh karena itu, bahasanya (dan, terkadang, kekerasan dan seks) sangat dilunakkan. Ketika seluruh dunia meledak, orang-orang baik berkata, ""Oh, sial!"" dan ""Ya Tuhan"". ""Hollow Man"" dengan senang hati membuang kemunafikan semacam itu dan para karakter bebas mengatakan apa yang paling wajar bagi mereka. Saya tidak mengatakan bahwa respons paling alami terhadap sesuatu yang tidak beres adalah dengan mengumpat - tetapi akan lebih dapat dipercaya jika SESEORANG benar-benar mengumpat. Saya pikir kita bisa berterima kasih kepada Verhoeven untuk itu.",negative
"Oke, jadi ini berhutang pada Pulp Fiction, tapi menurut saya punya suara dan identitasnya sendiri terutama karena gaya penyutradaraan video musik, narasi seperti sketsa, dan penampilan yang bagus. Thomas Jane memberikan hasil yang luar biasa (pertikaian pengedar narkoba luar biasa), begitu pula Aaron Eckhart. James LeGros memiliki penampilan yang pendek dan penuh semangat-humor yang luar biasa-""mereka mendapatkan rumah Wong"". Adegan interogasi dan pemerkosaan Porzikova sangat mengesankan, begitu pula penampilan cameo Mickey Rourke- ""take a peak"".<br /><br />Produksi popcorn B Hollywood yang hebat dengan penampilan yang kuat dari para calon dan pemberontak tingkat A (Rourke).<br /><br />Nah, ambillah puncaknya, itu sangat berharga.",positive
"Sejauh yang saya tahu pria sebenarnya yang diperankan oleh aktor utama melihat penampilannya dan mengatakan itu adalah penggambaran yang luar biasa, saya setuju dengannya. Ini adalah film fantastis tentang seorang anak laki-laki/pria yang cukup berbakat dengan bagian tubuh khusus yang membantunya. Pemenang Oscar dan BAFTA, dan nominasi Golden Globe Daniel Day-Lewis berperan sebagai Christy Brown, seorang pria lumpuh dengan kelumpuhan otak yang menghabiskan sebagian besar hidupnya di lantai, di kursi roda, dan digendong oleh keluarganya. Dia mempunyai kaki kiri yang spesial, dia bisa menulis dengan itu, melukis dengan itu dan memegang sesuatu dengan itu. Dia belajar berbicara nanti di film, itu sangat bagus untuk pria seperti dia. Juga dibintangi pemenang Oscar Home Alone 2, dan Golden Globe menominasikan Brenda Fricker sebagai Ny. Brown dan pemenang BAFTA Ray McAnally sebagai Mr. Film tersebut dinominasikan pada Oscar untuk Sutradara Terbaik untuk Jim Sheridan, Penulisan Terbaik, Skenario Berdasarkan Materi dari Media Lain dan Gambar Terbaik, film tersebut dinominasikan pada BAFTA untuk Film Terbaik, Penata Rias Terbaik, dan Skenario Adaptasi Terbaik. Daniel Day-Lewis berada di peringkat 85 dalam The 100 Greatest Movie Stars, dia berada di peringkat ke-20 dalam The 50 Greatest British Actors, dia berada di peringkat ke-9 di Britain's Finest Actors, dan dia berada di peringkat ke-15 di The World's Greatest Actor, dan film tersebut berada di peringkat ke-28 dalam The 50 Greatest British Films. Luar biasa!",positive
"Yang pernah saya dengar ketika saya masih kecil hanyalah kesetaraan gender, dan di sini kita punya film yang tidak hanya menunjukkan ketidakseimbangan, tapi juga melanjutkan konsep keseluruhan bahwa satu jenis kelamin lebih baik. Selama menonton, saya berharap kualitas yang menebus itu akan membuat pemirsa merasa seolah-olah ada harapan untuk masa depan, dan nyatanya tidak ada. Saya akui bahwa saya belum menyelesaikan filmnya, saya harus mematikannya pada bagian di mana lelaki tua pelacur itu memberi tahu lelaki genetis Adam bahwa tidak apa-apa menjadi pelacur dan mendapatkan, dan saya kutip, ""Lebih banyak ekor daripada manusia mana pun di masa lalu."" Saya tahu tidak menyelesaikannya adalah ulasan yang buruk bagi diri saya sendiri, tetapi merupakan tanggung jawab penulis dan kru untuk mengembangkan cerita yang akan membuat pemirsa tetap tertarik, dan mereka gagal. Film ini mengkhianati semua kualitas sifat perempuan sejati dari sosok ibu dan kebutuhan akan keseimbangan. Sebaliknya, hal ini menunjukkan seperti apa Amerika yang dipimpin oleh kelompok lesbian, dan saya tidak menentang lesbian. Terima kasih Pak Direktur! Seseorang tolong beri saya kualitas yang menebus... tunggu, saya memilikinya! Tidak ada sekuelnya!",negative
"Saya menyesal telah membeli seri ini. Saya mengharapkan lebih banyak tindakan, gambaran yang lebih obyektif, dan konsistensi. Ini hanyalah serial propaganda murni, sangat kelam, tanpa pesona atau romantisme apa pun, hanya kebosanan itu sendiri. Menurutku, akting para aktornya juga cukup lemah. O'Donnell mungkin tampak menawan seperti Robin (bersama Batman), tetapi dalam gambar ini dia tidak memiliki pesona apa pun. Mungkin seiring bertambahnya usia, dia kehilangan pesona kekanak-kanakan tetapi tidak mendapatkan pesona orang dewasa. Tidak mengherankan jika produk ini tidak ditampilkan di banyak negara dan dijual di Inggris dengan harga 40% dari harga yang direkomendasikan dan bahkan tidak dirilis di Belanda.",negative
"Kisahnya telah diceritakan sebelumnya. Penyakit mematikan sedang menyebar... Namun yang ekstra dalam film ini adalah Peter Weller, interpretasinya terhadap Muller dalam pelarian adalah nyata. Ia memang orang yang nekat pulang kampung menjenguk anaknya. Orang ini mungkin bekerja di sebelah Anda.",positive
"Film ini diiklankan dengan sangat baik. Saya seorang yang rajin menonton film dan telah melihat pratinjau film ini selama berbulan-bulan. Meskipun saya agak skeptis terhadap betapa lucunya film ini, teman-teman saya mengira film ini akan bagus dan membuat saya bersemangat. Kemudian saya pergi dan melihatnya, saya tenggelam di kursi saya hampir tertidur sampai saya ingat bahwa saya telah membayar untuk film ini. Saya membuat diri saya sendiri menertawakan sebagian besar hal dalam film supaya saya tidak merasa buruk dan merusak suasana hati saya yang baik, ditambah lagi saya ingin mendapatkan uang saya dari film tersebut! Saya selalu menonton film dengan pikiran terbuka, tidak mencoba menontonnya dengan terlalu banyak ekspektasi, tapi film ini tidak terlalu lucu. Sekarang ini bukan film terburuk yang pernah saya lihat, tapi pastinya pantas untuk ditunggu di HBO. Jika Anda belum melihat banyak pratinjau untuk film tersebut atau Anda menyukai komedi yang sangat lambat dan klise, Anda mungkin menikmatinya, tetapi bagi penggemar komedi sejati, menurut saya lulus. Mungkin bahkan melihat The Kings of Comedy lagi. Sesuatu menyuruhku untuk pergi menonton Meet the Parents!!!",negative
"Sejauh yang saya tahu, ini adalah pengalaman pertama saya dengan film Islandia. Sungguh melegakan melihat sesuatu yang lain selain film Hollywood biasa. Sayang sekali film seperti ini peluangnya kecil untuk sukses di dunia besar. Saya hanya bisa berharap orang-orang menonton ini secara tidak sengaja, berdasarkan rekomendasi, atau lainnya...<br /><br />Karena ini sangat berharga. Saya meninggalkan bioskop dengan perasaan sangat sedih. Aku tidak bisa melupakan nasib tragis karakter-karakter itu dari kepalaku. Dan saya semakin terkesan ketika memikirkan kompleksitas filmnya. Tidak hanya kisahnya yang tragis, namun juga memiliki relief komik yang sangat bagus dan soundtrack yang sangat bagus.<br /><br />Jika Anda mempunyai kesempatan, tontonlah! Sungguh menggugah pikiran dan membuat saya banyak merenung.<br /><br />",positive
"Almodóvar yang sangat khas pada masanya dan, dengan caranya sendiri, tidak kalah lucunya dengan banyak karya selanjutnya. Dan mengapa demikian? Tidak ada yang perlu diprovokasi atau dikejutkan, dan saya kira efek seperti itu lebih merupakan suatu kebetulan daripada kesengajaan. Tidak, humor yang hebat berasal dari absurditas yang mendasar, hampir tidak nyata, yang dijalin ke dalam pemandangan: Karakter-karakternya hampir tidak memiliki tabu. Ini adalah jenis 'ketegangan komik' yang sama yang Anda temukan dalam karya-karyanya selanjutnya, meskipun Anda akan menemukannya dalam versi yang lebih kasar di sini. Dia sedang mempersiapkan mahakarya yang akan datang, namun belum sampai di sana.<br /><br />Satu-satunya pengulas yang mengomentari film ini sebelum saya, mengklaim bahwa mereka pastilah sekelompok orang yang ""sangat terpilih"" yang menganggap film ini lucu. Saya bersedia.",positive
"Sekali lagi, Doctor Who mengirimkan barang dengan muatan ember. Ada humor di dalamnya (""Kamu hanya mengada-ada!"" ""Yup, tapi aku melakukannya dengan cemerlang""), aksi, monster (dalam hal ini masih lebih banyak cybermen yang ugal-ugalan), tragedi dan taktik menakut-nakuti. Singkatnya, sesuai dengan apa yang diperintahkan dokter (permainan kata-kata yang dimaksudkan). Cara perpindahan emosi dari satu ke yang lain dilakukan dengan sangat baik sehingga tidak ada perasaan “lanjutkan”. Jadi, catatlah 3 dari 4 episode terakhir yang membuatmu tertawa, lalu membuatmu menangis, dan membuatmu ""eek"".<br /><br />Dalam hal pengembangan karakter, ini jelas merupakan penentu bagi Mickey (dan Ricky) karya Noel Clarke. Menjadi salah satu sahabat Dokter, Anda tahu bahwa dia akan melakukan hal yang benar, dan bahkan mungkin mencurigai cara dia melakukannya. Namun, hal itu tetap menjadi sebuah kejutan emosional ketika ia memastikan jalan masa depannya.<br /><br />Sementara ""The Rise of the Cybermen"" memiliki lebih banyak cerita jahat yang dibangun hingga teror, ""The Age of Steel"" adalah sebuah ledakan besar. Seperti ""Alien"" dibandingkan dengan ""Aliens"" - keduanya benar-benar klasik, tetapi dengan cara yang berbeda. Bisakah serial ini mempertahankannya pada level ini? Semoga saja begitu.",positive
"Janji A Brother adalah film keluarga yang luar biasa. Ini adalah biografi Dan Jansen, seorang juara speed skater Olimpiade. Film ini menggambarkan kehidupan atlet ini dari usia muda hingga dewasa. Cinta dan dukungan dari anggota keluarga terlihat jelas. Cara Dan dan seluruh keluarganya menangani kemenangan dan kekalahan dalam perlombaan adalah pelajaran hidup bagi kita semua. Komitmen dan tekad pelatih Dan dan rekan satu timnya, menunjukkan apa yang diperlukan untuk membuat sebuah tim yang nyata. Bagaimana Dan dan keluarganya menghadapi penyakit parah yang dialami orang yang mereka cintai digambarkan tanpa menghilangkan sentimen atau menutup-nutupi. Iman keluarga ditunjukkan dalam hal-hal mendasar dan jelas merupakan bagian utama dari kehidupan mereka. Ini adalah film keluarga yang kuat dan dapat bermakna bagi siapa pun dari segala usia.",positive
"Nah...sekarang saya tahu di mana Rob Zombie mencuri gelar crapfest ""Rumah 1.000 Mayat"" miliknya, sekarang saya bisa beristirahat dengan tenang. Tidak ada pertunjukan somnambulant atau naskah basi yang bisa membangkitkan orang mati di ""The House of Seven Corpses,"" tapi hantu asyik muncul dari plotnya (ha!), untuk membunuh para amatir berdarah yang membuat film horor sewaan rendah di tempat tinggalnya sebelumnya! Di Hell House (maaf, saya tidak ingat nama sebenarnya dari kediaman tersebut), sekumpulan kematian misterius yang tidak dapat dijelaskan telah terjadi sejak lama; beberapa, seperti pemeran Lurch yang menderita rematik, John Carradine (yang peran kecilnya memberikan satu-satunya momen berharga dalam film tersebut), mengaitkannya dengan hal supernatural; teriak sutradara film John Ireland menganggapnya sebagai hokum takhayul. Hasilnya terlihat seperti ""Sekolah Setan untuk Anak Perempuan"" (judul yang menarik; nilai produksi yang dibuat untuk TV; alur cerita yang menarik) disilangkan dengan ""Anak-Anak Tidak Boleh Bermain Dengan Benda Mati"" (film sewaan rendah tentang pembuat film sewaan rendah yang membangunkan orang mati); Masalahnya, ini sama sekali tidak menghibur atau menyenangkan. ""Rumah Tujuh Mayat"" mati di frame pertama, dan menghabiskan sisa 89 menitnya melalui rigor mortis, menyeret kita sepanjang detik yang menyakitkan...",negative
"Sutradara Sidney Lumet telah membuat beberapa mahakarya, seperti Network, Dog Day Afternoon atau Serpico. Tapi, dia tidak terlalu beruntung dengan karya-karya terbarunya. Gloria (1999) menyedihkan dan Find Me Guilty adalah eksperimen yang menarik, tapi gagal. Kini, Lumet membawakan film terbaiknya dalam beberapa dekade dan, menurut pandangan saya, sebuah mahakarya sejati: Sebelum Iblis Tahu Kamu Mati. Saya pikir film ini seperti kelahiran kembali bagi Lumet. Film ini memiliki cerita luar biasa yang, secara mendalam, memiliki banyak lapisan. Selain itu, menurut saya akhir filmnya sempurna. Penampilannya brilian. Philip Seymour Hoffman, seperti biasa, membawakan penampilan yang luar biasa dan, tidak diragukan lagi, dia adalah salah satu aktor terbaik saat ini. Ethan Hawke juga seorang aktor yang luar biasa tetapi dia diremehkan menurut sudut pandang saya. Penampilannya di sini luar biasa. Pemeran lainnya juga luar biasa (khususnya, Albert Finney yang hebat) tetapi kedua aktor ini membawa pertunjukan monumental yang sayangnya diabaikan oleh Oscar yang menyedihkan. Film ini memiliki tingkat intensitas yang baik, sebagian berkat penampilannya dan, sebagian lagi, berkat skenario yang brilian. Sebelum Iblis Tahu Kau Mati adalah mahakarya nyata dengan arahan yang sempurna, skenario yang bagus, dan penampilan yang luar biasa. Kami membutuhkan lebih banyak film seperti ini.",positive
